"TRANSACTION TYPE"|"REPLACEMENT REASON"|"AGE GROUP"|"PENSIONER TYPE"|"GENDER"|"CUSTOMER ADDRESS LGA"|"COUNT"
"Photo card issue"|"Not Applicable"|"18-20"|"Centrelink Pensioner"|"Male"|"Broken Hill"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Centrelink Pensioner"|"Male"|"Campbelltown"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Centrelink Pensioner"|"Male"|"Canterbury-Bankstown"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Centrelink Pensioner"|"Male"|"Coffs Harbour"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Centrelink Pensioner"|"Male"|"Cumberland"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Centrelink Pensioner"|"Male"|"Edward River"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Centrelink Pensioner"|"Male"|"Eurobodalla"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Centrelink Pensioner"|"Male"|"Fairfield"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Centrelink Pensioner"|"Male"|"Glen Innes Severn"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Centrelink Pensioner"|"Male"|"Hawkesbury"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Centrelink Pensioner"|"Male"|"Hornsby"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Centrelink Pensioner"|"Male"|"Inner West"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Centrelink Pensioner"|"Male"|"Lismore"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Centrelink Pensioner"|"Male"|"Liverpool"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Centrelink Pensioner"|"Male"|"Murray River"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Centrelink Pensioner"|"Male"|"Northern Beaches"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Centrelink Pensioner"|"Male"|"Parramatta"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Centrelink Pensioner"|"Male"|"Penrith"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Centrelink Pensioner"|"Male"|"Port Macquarie-Hastings"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Centrelink Pensioner"|"Male"|"Richmond Valley"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Centrelink Pensioner"|"Male"|"Ryde"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Centrelink Pensioner"|"Male"|"Tamworth Regional"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Centrelink Pensioner"|"Male"|"Unincorporated NSW"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Centrelink Pensioner"|"Male"|"Wagga Wagga"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Centrelink Pensioner"|"Male"|"Western Plains Regional"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Centrelink Pensioner"|"Male"|"Wollongong"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Albury"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Armidale Regional"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Ballina"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Bayside"|"32"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Bega Valley"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Bellingen"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Berrigan"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Blacktown"|"48"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Blue Mountains"|"6"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Bourke"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Burwood"|"19"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Byron"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Cabonne"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Camden"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Campbelltown"|"13"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Canada Bay"|"11"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Canterbury-Bankstown"|"42"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Carrathool"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Central Coast"|"19"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Cessnock"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Clarence Valley"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Coffs Harbour"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Coonamble"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Cowra"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Cumberland"|"60"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Eurobodalla"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Fairfield"|"21"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Federation"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Forbes"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Georges River"|"40"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Goulburn Mulwaree"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Griffith"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Gundagai"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Gunnedah"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Hawkesbury"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Hornsby"|"8"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Hunters Hill"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Inner West"|"14"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Inverell"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Ku-ring-gai"|"8"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Kyogle"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Lachlan"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Lake Macquarie"|"6"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Lane Cove"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Leeton"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Lismore"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Liverpool"|"20"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Liverpool Plains"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Lockhart"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Maitland"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Mid-Coast"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Missing/Unknown"|"12"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Moree Plains"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Mosman"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Murrumbidgee"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Muswellbrook"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Nambucca"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Narrabri"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Narrandera"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Narromine"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Newcastle"|"9"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"North Sydney"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Northern Beaches"|"24"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Orange"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Parramatta"|"44"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Penrith"|"19"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Port Macquarie-Hastings"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Port Stephens"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Queanbeyan-Palerang Regional"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Randwick"|"18"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Richmond Valley"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Ryde"|"15"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Shellharbour"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Shoalhaven"|"6"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Singleton"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Snowy Monaro Regional"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Snowy Valleys"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Strathfield"|"24"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Sutherland Shire"|"11"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Sydney"|"62"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Tamworth Regional"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Tenterfield"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"The Hills Shire"|"11"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Tweed"|"9"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Upper Hunter Shire"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Walgett"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Waverley"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Western Plains Regional"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Willoughby"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Wingecarribee"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Wollondilly"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Wollongong"|"8"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Woollahra"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Female"|"Yass Valley"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Albury"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Ballina"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Bathurst Regional"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Bayside"|"46"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Berrigan"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Blacktown"|"67"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Blue Mountains"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Bourke"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Brewarrina"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Broken Hill"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Burwood"|"25"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Cabonne"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Camden"|"11"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Campbelltown"|"25"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Canada Bay"|"18"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Canterbury-Bankstown"|"70"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Central Coast"|"23"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Cessnock"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Clarence Valley"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Coffs Harbour"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Coonamble"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Cowra"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Cumberland"|"97"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Edward River"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Fairfield"|"21"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Federation"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Forbes"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Georges River"|"58"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Gilgandra"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Goulburn Mulwaree"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Griffith"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Gundagai"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Gunnedah"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Gwydir"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Hawkesbury"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Hornsby"|"18"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Hunters Hill"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Inner West"|"25"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Junee"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Kempsey"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Kiama"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Ku-ring-gai"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Lachlan"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Lake Macquarie"|"9"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Lane Cove"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Leeton"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Lismore"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Lithgow"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Liverpool"|"30"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Maitland"|"8"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Mid-Coast"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Mid-Western Regional"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Missing/Unknown"|"20"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Mosman"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Murrumbidgee"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Nambucca"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Narromine"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Newcastle"|"13"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"North Sydney"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Northern Beaches"|"19"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Orange"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Parramatta"|"61"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Penrith"|"20"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Port Macquarie-Hastings"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Port Stephens"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Queanbeyan-Palerang Regional"|"8"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Randwick"|"18"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Richmond Valley"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Ryde"|"15"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Shellharbour"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Shoalhaven"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Singleton"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Snowy Monaro Regional"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Strathfield"|"35"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Sutherland Shire"|"8"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Sydney"|"79"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Tamworth Regional"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"The Hills Shire"|"8"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Tweed"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Unincorporated NSW"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Upper Hunter Shire"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Upper Lachlan Shire"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Wagga Wagga"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Walgett"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Warrumbungle Shire"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Waverley"|"6"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Western Plains Regional"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Willoughby"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Wingecarribee"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Wollondilly"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Wollongong"|"18"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Woollahra"|"<=5"
"Photo card issue"|"Not Applicable"|"18-20"|"Missing/Unknown"|"Male"|"Yass Valley"|"<=5"
"Photo card issue"|"Not Applicable"|"21-24"|"Centrelink Pensioner"|"Female"|"Albury"|"<=5"
"Photo card issue"|"Not Applicable"|"21-24"|"Centrelink Pensioner"|"Female"|"Ballina"|"<=5"
"Photo card issue"|"Not Applicable"|"21-24"|"Centrelink Pensioner"|"Female"|"Balranald"|"<=5"
"Photo card issue"|"Not Applicable"|"21-24"|"Centrelink Pensioner"|"Female"|"Bayside"|"<=5"
"Photo card issue"|"Not Applicable"|"21-24"|"Centrelink Pensioner"|"Female"|"Blacktown"|"12"
"Photo card issue"|"Not Applicable"|"21-24"|"Centrelink Pensioner"|"Female"|"Blue Mountains"|"<=5"
"Photo card issue"|"Not Applicable"|"21-24"|"Centrelink Pensioner"|"Female"|"Burwood"|"<=5"
"Photo card issue"|"Not Applicable"|"21-24"|"Centrelink Pensioner"|"Female"|"Byron"|"<=5"
"Photo card issue"|"Not Applicable"|"21-24"|"Centrelink Pensioner"|"Female"|"Cabonne"|"<=5"
"Photo card issue"|"Not Applicable"|"21-24"|"Centrelink Pensioner"|"Female"|"Campbelltown"|"<=5"
"Photo card issue"|"Not Applicable"|"21-24"|"Centrelink Pensioner"|"Female"|"Canterbury-Bankstown"|"<=5"
"Photo card issue"|"Not Applicable"|"21-24"|"Centrelink Pensioner"|"Female"|"Central Coast"|"<=5"
"Photo card issue"|"Not Applicable"|"21-24"|"Centrelink Pensioner"|"Female"|"Cessnock"|"<=5"
"Photo card issue"|"Not Applicable"|"21-24"|"Centrelink Pensioner"|"Female"|"Clarence Valley"|"<=5"
"Photo card issue"|"Not Applicable"|"21-24"|"Centrelink Pensioner"|"Female"|"Coffs Harbour"|"<=5"
"Photo card issue"|"Not Applicable"|"21-24"|"Centrelink Pensioner"|"Female"|"Cumberland"|"<=5"
"Photo card issue"|"Not Applicable"|"21-24"|"Centrelink Pensioner"|"Female"|"Eurobodalla"|"<=5"
"Photo card issue"|"Not Applicable"|"21-24"|"Centrelink Pensioner"|"Female"|"Fairfield"|"<=5"
"Photo card issue"|"Not Applicable"|"21-24"|"Centrelink Pensioner"|"Female"|"Federation"|"<=5"
"Photo card issue"|"Not Applicable"|"21-24"|"Centrelink Pensioner"|"Female"|"Forbes"|"<=5"
"Photo card issue"|"Not Applicable"|"21-24"|"Centrelink Pensioner"|"Female"|"Greater Hume Shire"|"<=5"
"Photo card issue"|"Not Applicable"|"21-24"|"Centrelink Pensioner"|"Female"|"Griffith"|"<=5"
"Photo card issue"|"Not Applicable"|"21-24"|"Centrelink Pensioner"|"Female"|"Gundagai"|"<=5"
"Photo card issue"|"Not Applicable"|"21-24"|"Centrelink Pensioner"|"Female"|"Hawkesbury"|"<=5"
"Photo card issue"|"Not Applicable"|"21-24"|"Centrelink Pensioner"|"Female"|"Hilltops"|"<=5"
"Photo card issue"|"Not Applicable"|"21-24"|"Centrelink Pensioner"|"Female"|"Hornsby"|"<=5"
"Photo card issue"|"Not Applicable"|"21-24"|"Centrelink Pensioner"|"Female"|"Inverell"|"<=5"
"Photo card issue"|"Not Applicable"|"21-24"|"Centrelink Pensioner"|"Female"|"Ku-ring-gai"|"<=5"
"Photo card issue"|"Not Applicable"|"21-24"|"Centrelink Pensioner"|"Female"|"Lake Macquarie"|"<=5"
"Photo card issue"|"Not Applicable"|"21-24"|"Centrelink Pensioner"|"Female"|"Lismore"|"<=5"
"Photo card issue"|"Not Applicable"|"21-24"|"Centrelink Pensioner"|"Female"|"Lithgow"|"<=5"
